chrom,donor,acceptor,intron_length,read_count
chr2,71591382,71592558,1176,7
chr2,71627648,71629085,1437,5
chr2,71631128,71632730,1602,5
chr2,71645769,71649943,4174,5
chr2,71651845,71653589,1744,5
chr2,71654544,71655676,1132,7
chr2,71655781,71658456,2675,7
chr2,71660413,71661871,1458,8
chr2,73466924,73467564,640,6
chr2,73471843,73474889,3046,7
chr2,73477044,73477433,389,7
chr2,73989986,73993544,3558,5
chr2,74362785,74369398,6613,7
chr2,74435848,74437068,1220,5
chr2,74437176,74438325,1149,6
chr2,74754490,74754597,107,7
chr2,85132842,85133126,284,9
chr2,85133241,85133512,271,10
chr2,86343721,86344177,456,7
chr2,86344282,86346043,1761,7
chr2,86358229,86359440,1211,5
chr2,86362110,86363643,1533,5
chr2,86363685,86364104,419,6
chr2,86364263,86364591,328,5
chr2,86374956,86378419,3463,8
chr2,86397967,86398330,363,5
chr2,86694006,86697326,3320,8
chr2,86709817,86711109,1292,9
chr2,95770475,95772167,1692,7
chr2,95772202,95773919,1717,5
chr2,95774153,95775660,1507,6
chr2,96861287,96873882,12595,5
chr2,96942979,96943276,297,6
chr2,96949090,96949272,182,7
chr2,96951078,96952048,970,6
chr2,96954855,96954964,109,5
chr2,96963274,96963374,100,8
chr2,96964440,96964552,112,11
chr2,96965165,96966735,1570,10
chr2,96966791,96967261,470,10
chr2,96969068,96970442,1374,6
chr2,97507922,97508101,179,7
chr2,97542045,97543626,1581,25
chr2,97543779,97544152,373,17
chr2,97544230,97559662,15432,9
chr2,98262652,98263529,877,7
chr2,98263603,98263806,203,6
chr2,98412867,98413306,439,6
chr2,99217256,99220570,3314,7
chr2,99788109,99790377,2268,6
chr2,99811360,99811578,218,6
chr2,99811652,99812035,383,5
chr2,99954052,99976698,22646,21
chr2,99976824,99976927,103,7
chr2,99978283,99980107,1824,10
chr2,99980325,99980733,408,13
chr2,99985054,99985854,800,5
chr2,99985944,99988118,2174,8
chr2,100007168,100009429,2261,10
chr2,100009561,100010729,1168,7
chr2,100011346,100013222,1876,9
chr2,100013361,100015210,1849,5
chr2,100015372,100015769,397,7
chr2,101622533,101622811,278,10
chr2,101893743,101898320,4577,5
chr2,102456456,102459070,2614,8
chr2,102459143,102460562,1419,13
chr2,102472600,102475457,2857,6
chr2,105959680,105961771,2091,10
chr2,106774574,106780122,5548,7
chr2,106780166,106781191,1025,5
chr2,109066145,109067483,1338,5
chr2,109092091,109092207,116,11
chr2,109100767,109102091,1324,6
chr2,109384844,109388156,3312,6
chr2,109389037,109389323,286,5
chr2,109408258,109410995,2737,6
chr2,111395736,111397318,1582,6
chr2,111399041,111399218,177,7
chr2,111399380,111399695,315,5
chr2,111408361,111411012,2651,7
chr2,111411100,111413315,2215,13
chr2,111413493,111414612,1119,7
chr2,111416097,111416190,93,11
chr2,111416319,111417554,1235,7
chr2,111419418,111423839,4421,7
chr2,111423991,111425097,1106,11
chr2,111427130,111428101,971,5
chr2,111430434,111431662,1228,17
chr2,111431801,111431882,81,6
chr2,111431942,111435546,3604,6
chr2,112582744,112583353,609,5
chr2,112994272,112995891,1619,5
chr2,114475427,114476730,1303,9
chr2,114492250,114493353,1103,5
chr2,114493435,114500268,6833,5
chr2,114685032,114688877,3845,12
chr2,114691963,114697535,5572,6
chr2,114697679,114699762,2083,9
chr2,114709148,114709296,148,5
chr2,114709422,114713199,3777,22
chr2,114713283,114714936,1653,7
chr2,118575304,118577224,1920,6
chr2,118577368,118578736,1368,8
chr2,121047333,121050716,3383,6
chr2,122286356,122287822,1466,5
chr2,122363756,122406947,43191,8
chr2,122485488,122485863,375,8
chr2,128244240,128246754,2514,5
chr2,128253724,128255715,1991,7
chr2,128261152,128262259,1107,5
chr2,128922399,128927861,5462,5
chr2,128945188,128947290,2102,6
chr2,132060677,132066466,5789,5
chr2,136360278,136362375,2097,6
chr2,136393753,136396187,2434,5
chr2,136519481,136527338,7857,5
chr2,136528305,136529989,1684,11
chr2,136536649,136537752,1103,11
chr2,136537955,136540318,2363,9
chr2,136622733,136623701,968,5
chr2,136670136,136672038,1902,10
chr2,136672081,136673795,1714,11
chr2,136673942,136678022,4080,9
chr2,136678170,136680353,2183,7
chr2,136680488,136681956,1468,5
chr2,136682068,136690352,8284,11
chr2,136690412,136691479,1067,14
chr2,136691560,136700947,9387,9
chr2,136701050,136718965,17915,5
chr2,136719068,136736843,17775,9
chr2,136741024,136742972,1948,8
chr2,148695782,148695866,84,5
chr2,149402739,149447782,45043,5
chr2,150426682,150427598,916,8
chr2,150427685,150432224,4539,16
chr2,150432355,150432950,595,8
chr2,152138557,152139381,824,6
chr2,152273415,152276703,3288,8
chr2,152279556,152285297,5741,5
chr2,152285436,152289590,4154,9
chr2,152301959,152302939,980,8
chr2,152308219,152311408,3189,5
chr2,152316633,152317651,1018,14
chr2,152317803,152318755,952,6
chr2,152325270,152326224,954,6
chr2,152326378,152330477,4099,5
chr2,152330586,152331370,784,6
chr2,152989998,152992022,2024,5
chr2,153512912,153514402,1490,14
chr2,153514534,153515461,927,16
chr2,153515523,153515606,83,12
chr2,153515870,153519116,3246,10
chr2,153519212,153519548,336,11
chr2,153519686,153520168,482,9
chr2,153520285,153520389,104,10
chr2,153520766,153525650,4884,8
chr2,153525784,153526744,960,5
chr2,153527895,153528972,1077,10
chr2,153529137,153529491,354,7
chr2,153529556,153530111,555,8
chr2,153533293,153533964,671,6
chr2,160605414,160608912,3498,5
chr2,162224414,162226617,2203,5
chr2,162247689,162251588,3899,6
chr2,162251714,162265347,13633,7
chr2,162265410,162267812,2402,11
chr2,166788366,166789482,1116,5
chr2,169713288,169716021,2733,6
chr2,169732686,169733747,1061,7
chr2,169733894,169745735,11841,7
chr2,169745801,169745896,95,6
chr2,170388000,170393736,5736,5
chr2,170460771,170462548,1777,5
chr2,170462656,170463613,957,5
chr2,170463658,170465180,1522,5
chr2,170487497,170488275,778,7
chr2,170488443,170489669,1226,12
chr2,170492738,170492922,184,17
chr2,170662087,170662174,87,16
chr2,170662349,170663294,945,17
chr2,170663402,170663480,78,22
chr2,170663581,170664991,1410,27
chr2,170665063,170665369,306,36
chr2,170665412,170666792,1380,27
chr2,170666933,170667367,434,40
chr2,170667554,170667692,138,31
chr2,170667833,170668177,344,78
chr2,170668368,170668966,598,12
chr2,170669016,170671986,2970,8
chr2,170672038,170676070,4032,11
chr2,170677783,170678452,669,7
chr2,170783481,170783829,348,5
chr2,170806575,170814947,8372,7
chr2,171862792,171862983,191,5
chr2,171863153,171863309,156,6
chr2,171863573,171867882,4309,6
chr2,171867964,171871360,3396,9
chr2,171871458,171884848,13390,20
chr2,171902872,171906323,3451,5
chr2,171906460,171906573,113,6
chr2,171906684,171910270,3586,11
chr2,171911682,171912980,1298,5
chr2,171913076,171914660,1584,10
chr2,171914707,171917590,2883,19
chr2,171917666,171939290,21624,9
chr2,172546773,172549286,2513,22
chr2,172582223,172582428,205,16
chr2,172582591,172582703,112,8
chr2,172779017,172782046,3029,12
chr2,172844276,172848098,3822,19
chr2,174774985,174777797,2812,5
chr2,174940255,174943695,3440,8
chr2,174943818,174945879,2061,17
chr2,174945976,174946651,675,5
chr2,174946792,174987907,41115,6
chr2,174988005,174988322,317,6
chr2,174988403,175006552,18149,22
chr2,175111543,175113179,1636,9
chr2,175213900,175215387,1487,5
chr2,175215473,175216346,873,5
chr2,175245443,175245531,88,5
chr2,176043978,176044825,847,9
chr2,176044906,176046082,1176,8
chr2,176829151,176829233,82,5
chr2,176857146,176857909,763,7
chr2,177194154,177195311,1157,7
chr2,178077599,178080266,2667,9
chr2,178080389,178080477,88,13
chr2,178080624,178080705,81,22
chr2,178080916,178081230,314,47
chr2,178081320,178081403,83,30
chr2,178081499,178081587,88,25
chr2,178081668,178082432,764,51
chr2,178082573,178083764,1191,11
chr2,178083887,178083974,87,32
chr2,178084042,178084135,93,41
chr2,178307214,178310273,3059,5
chr2,178310354,178326620,16266,6
chr2,178362493,178364345,1852,6
chr2,178370303,178372697,2394,7
chr2,178372759,178378546,5787,9
chr2,178386096,178388475,2379,6
chr2,178388533,178402801,14268,6
chr2,180829355,180830604,1249,5
chr2,183581799,183582667,868,9
chr2,183640147,183641847,1700,9
chr2,183817651,183817840,189,6
chr2,183818059,183821189,3130,5
chr2,183827006,183829403,2397,5
chr2,183832089,183841620,9531,6
chr2,183846104,183847548,1444,7
chr2,183847655,183848013,358,9
chr2,183859615,183860428,813,8
chr2,183989225,183993014,3789,5
chr2,187360061,187364908,4847,14
chr2,187365020,187365999,979,16
chr2,187368941,187370177,1236,13
chr2,187370324,187370466,142,17
chr2,187370568,187371439,871,5
chr2,188331769,188332479,710,11
chr2,188349714,188353063,3349,8
chr2,188353102,188361607,8505,10
chr2,188361805,188368374,6569,5
chr2,188368497,188378342,9845,5
chr2,190334971,190335544,573,5
chr2,191788709,191789268,559,5
chr2,192543431,192543715,284,5
chr2,192548530,192548955,425,7
chr2,198265158,198265438,280,6
chr2,198265660,198266123,463,13
chr2,198266854,198267279,425,5
chr2,198268488,198269799,1311,10
chr2,198269901,198269998,97,7
chr2,198273305,198274493,1188,6
chr2,198281635,198283232,1597,9
chr2,198283312,198285151,1839,5
chr2,198285266,198285752,486,5
chr2,198351922,198352581,659,13
chr2,198352760,198353040,280,6
chr2,198353215,198353725,510,22
chr2,198353971,198354920,949,9
chr2,198355020,198358047,3027,7
chr2,198358216,198358880,664,9
chr2,198358974,198359380,406,16
chr2,198359476,198360017,541,10
chr2,198360100,198361863,1763,14
chr2,198362116,198363398,1282,14
chr2,198363574,198364505,931,6
chr2,198365163,198365797,634,23
chr2,198365962,198367762,1800,15
chr2,198367852,198367932,80,8
chr2,201438700,201440033,1333,6
chr2,201722812,201724402,1590,6
chr2,203139912,203142672,2760,7
chr2,203147195,203149067,1872,14
chr2,203162236,203162567,331,10
chr2,203165090,203167643,2553,7
chr2,203167780,203168108,328,17
chr2,207012558,207013743,1185,8
chr2,207024783,207025311,528,7
chr2,207026196,207026761,565,37
chr2,207026828,207027212,384,25
chr2,207027338,207027452,114,11
chr2,209106869,209108150,1281,8
chr2,209108328,209110042,1714,5
chr2,209113384,209116153,2769,8
chr2,209136415,209138307,1892,7
chr2,216177347,216182879,5532,5
chr2,216982517,216983765,1248,14
chr2,216986976,216990639,3663,5
chr2,216992397,216995597,3200,13
chr2,217026771,217054947,28176,6
chr2,217055057,217057361,2304,6
chr2,217059709,217069044,9335,6
chr2,217069119,217069910,791,5
chr2,217363600,217363992,392,34
chr2,217364121,217364671,550,21
chr2,217364754,217366063,1309,23
chr2,223773868,223781036,7168,5
chr2,223797998,223799247,1249,6
chr2,225371720,225376070,4350,7
chr2,225376299,225378240,1941,7
chr2,228384779,228388478,3699,6
chr2,230662547,230663590,1043,5
chr2,231663612,231674977,11365,6
chr2,231675037,231678763,3726,7
chr2,232030000,232030584,584,7
chr2,232319978,232320111,133,43
chr2,232320335,232320720,385,11
chr2,232320847,232321341,494,18
chr2,232321835,232322353,518,16
chr2,232322511,232322976,465,40
chr2,232323100,232323711,611,29
chr2,232323836,232324862,1026,6
chr2,232325004,232325188,184,17
chr2,232325275,232325379,104,31
chr2,232325577,232326250,673,12
chr2,232326728,232327910,1182,25
chr2,232328027,232329046,1019,7
chr2,232573461,232576057,2596,18
chr2,232576129,232576599,470,37
chr2,232576129,232576596,467,8
chr2,232576693,232577152,459,122
chr2,232577226,232577513,287,89
chr2,233421240,233422593,1353,6
chr2,233625301,233626105,804,10
chr2,234758505,234761210,2705,6
chr2,238664830,238668706,3876,5
chr2,240944712,240946732,2020,5
chr2,240960829,240961588,759,5
chr2,242170359,242173234,2875,6
chr2,242173378,242174535,1157,6
chr2,242174670,242174904,234,6
chr2,242176184,242178063,1879,11
chr2,242186298,242186470,172,16
chr2,242187763,242189255,1492,10
chr2,242192912,242194465,1553,7
chr2,242194995,242195598,603,15
chr2,242206321,242207891,1570,8
chr2,242257014,242263630,6616,5
chr2,242283312,242285580,2268,6
chr2,242285664,242287548,1884,7
chr2,242287606,242289487,1881,7
chr20,464720,467019,2299,5
chr20,1434950,1435611,661,6
chr20,2446465,2448252,1787,6
chr20,2633577,2633924,347,7
chr20,2635221,2635394,173,6
chr20,2637864,2638574,710,12
chr20,3175999,3180646,4647,12
chr20,3925865,3928883,3018,5
chr20,5539465,5540585,1120,8
chr20,5931723,5932656,933,7
chr20,5966777,5967927,1150,5
chr20,5990558,5996006,5448,6
chr20,16712411,16712808,397,5
chr20,16718046,16719496,1450,7
chr20,17550856,17581382,30526,5
chr20,17581690,17585199,3509,5
chr20,17928289,17929533,1244,5
chr20,17929620,17929707,87,5
chr20,21307239,21309196,1957,5
chr20,21309308,21311118,1810,5
chr20,21319726,21321358,1632,13
chr20,30330450,30345209,14759,8
chr20,30354485,30358145,3660,6
chr20,30363791,30365289,1498,14
chr20,30365441,30366615,1174,12
chr20,30371724,30380537,8813,8
chr20,30380633,30381650,1017,17
chr20,30381827,30382204,377,10
chr20,30382351,30385206,2855,7
chr20,30386355,30388772,2417,12
chr20,31020788,31021086,298,6
chr20,31375257,31376659,1402,5
chr20,31421668,31424439,2771,8
chr20,31424647,31427540,2893,6
chr20,31434576,31436477,1901,7
chr20,32660136,32661368,1232,7
chr20,32677711,32678322,611,9
chr20,32681537,32684462,2925,8
chr20,32684611,32685221,610,12
chr20,32685322,32686303,981,19
chr20,32686439,32691267,4828,6
chr20,32691371,32693173,1802,5
chr20,33037285,33045194,7909,5
chr20,33045279,33049897,4618,5
chr20,33320399,33324493,4094,5
chr20,33514084,33514679,595,6
chr20,34084544,34085547,1003,5
chr20,34096019,34096771,752,6
chr20,34130349,34130570,221,5
chr20,34292668,34293146,478,12
chr20,34293252,34295041,1789,8
chr20,34301018,34302106,1088,5
chr20,34302311,34304661,2350,8
chr20,34304727,34309661,4934,6
chr20,34309799,34312491,2692,16
chr20,34312644,34312959,315,9
chr20,34313077,34317233,4156,7
chr20,34317287,34317383,96,8
chr20,34317449,34319862,2413,11
chr20,34320057,34326889,6832,25
chr20,34326939,34328745,1806,8
chr20,35865112,35869705,4593,7
chr20,36361469,36365779,4310,7
chr20,39690130,39704810,14680,10
chr20,39704934,39706221,1287,16
chr20,39708820,39709804,984,7
chr20,39709880,39713101,3221,14
chr20,39713208,39721111,7903,18
chr20,39721227,39725859,4632,7
chr20,39725981,39726854,873,8
chr20,39726977,39728695,1718,16
chr20,39750795,39751834,1039,6
chr20,42088881,42089154,273,6
chr20,42089238,42089342,104,7
chr20,42302539,42310423,7884,5
chr20,42315712,42320796,5084,5
chr20,43132636,43133441,805,5
chr20,43530474,43532633,2159,8
chr20,43532757,43533608,851,9
chr20,43534737,43535022,285,5
chr20,43629994,43653613,23619,5
chr20,45856024,45858471,2447,5
chr20,45858552,45865069,6517,5
chr20,45916028,45918930,2902,5
chr20,45976670,45985400,8730,6
chr20,47679881,47682728,2847,7
chr20,47682830,47682901,71,8
chr20,47691387,47691854,467,5
chr20,47704643,47705783,1140,7
chr20,47705934,47706074,140,6
chr20,47708664,47710676,2012,6
chr20,47739772,47740911,1139,7
chr20,47895253,47895640,387,8
chr20,47897107,47897439,332,10
chr20,47897107,47905581,8474,5
chr20,48699451,48700665,1214,14
chr20,49196463,49197801,1338,5
chr20,49511049,49518553,7504,5
chr20,49551773,49552684,911,8
chr20,52824663,52830889,6226,12
chr20,52830997,52831838,841,8
chr20,54945396,54945540,144,6
chr20,54958232,54959325,1093,6
chr20,54959380,54961312,1932,6
chr20,56073757,56078491,4734,10
chr20,56087808,56089647,1839,5
chr20,56089797,56090769,972,5
chr20,56094433,56098123,3690,18
chr20,56098334,56098718,384,5
chr20,57016139,57019132,2993,5
chr20,57466920,57470666,3746,11
chr20,57470739,57478582,7843,9
chr20,57478640,57478726,86,14
chr20,57478846,57480437,1591,5
chr20,57485136,57485388,252,7
chr20,57485456,57485737,281,9
chr20,57562872,57563968,1096,9
chr20,57567075,57568052,977,6
chr20,57603896,57605357,1461,15
chr20,57605484,57607274,1790,9
chr20,60573248,60574038,790,5
chr20,60705747,60706411,664,7
chr20,60712005,60712419,414,10
chr20,60909398,60909577,179,5
chr20,60962192,60962376,184,32
chr20,60962444,60962666,222,13
chr20,60962730,60962898,168,5
chr20,60962970,60963364,394,18
chr20,60963420,60963512,92,24
chr20,61917794,61918915,1121,9
chr20,62152247,62152636,389,12
chr20,62616378,62624759,8381,8
chr20,62663397,62664193,796,5
chr21,10943020,10944667,1647,5
chr21,15858435,15870762,12327,9
chr21,15870913,15872849,1936,7
chr21,15882782,15884764,1982,5
chr21,15884894,15889212,4318,10
chr21,15889362,15893470,4108,6
chr21,15893542,15918525,24983,11
chr21,17181204,17183455,2251,5
chr21,17205867,17214716,8849,6
chr21,22841104,22849611,8507,5
chr21,27096988,27097536,548,5
chr21,30408695,30409596,901,6
chr21,30410751,30411346,595,5
chr21,30411889,30412929,1040,9
chr21,30415920,30418987,3067,6
chr21,30428873,30432861,3988,12
chr21,30432981,30433573,592,36
chr21,30433738,30433816,78,33
chr21,30433888,30434448,560,23
chr21,30434736,30434810,74,5
chr21,30434877,30435672,795,11
chr21,30435851,30437288,1437,37
chr21,30441823,30442567,744,16
chr21,30442658,30445851,3193,12
chr21,33032154,33036102,3948,19
chr21,33038831,33039570,739,8
chr21,33039688,33040783,1095,20
chr21,33060777,33063109,2332,11
chr21,33974283,33974581,298,5
chr21,33974677,33975470,793,5
chr21,33976593,33979958,3365,8
chr21,33980026,33982147,2121,9
chr21,34107378,34109564,2186,5
chr21,34132305,34133369,1064,8
chr21,34136835,34142124,5289,9
chr21,34142253,34143636,1383,5
chr21,34823170,34828033,4863,8
chr21,34837716,34839316,1600,5
chr21,34839429,34841093,1664,6
chr21,34841233,34852144,10911,8
chr21,34878009,34878280,271,6
chr21,34903863,34904650,787,6
chr21,34907059,34907530,471,8
chr21,34915475,34918518,3043,6
chr21,34918685,34921781,3096,16
chr21,34929622,34931535,1913,9
chr21,34931682,34931892,210,14
chr21,34932081,34939462,7381,5
chr21,34941393,34945613,4220,5
chr21,34945761,34947901,2140,7
chr21,34953806,34954256,450,5
chr21,34954361,34954470,109,6
chr21,35275943,35276238,295,5
chr21,35281515,35284592,3077,17
chr21,37713844,37716876,3032,12
chr21,37742174,37744671,2497,5
chr21,37785613,37787592,1979,6
chr21,38466390,38467649,1259,7
chr21,38497042,38498379,1337,7
chr21,38498443,38501302,2859,6
chr21,38501363,38504981,3618,7
chr21,38505066,38507679,2613,8
chr21,38516945,38519780,2835,7
chr21,38519903,38520845,942,7
chr21,38522470,38523119,649,5
chr21,38523184,38524192,1008,5
chr21,38524329,38525250,921,22
chr21,38525577,38528956,3379,7
chr21,38532047,38533103,1056,7
chr21,38533160,38534291,1131,14
chr21,38534365,38536352,1987,6
chr21,38538917,38539856,939,5
chr21,38539922,38544896,4974,6
chr21,38545046,38555075,10029,15
chr21,38555215,38558006,2791,9
chr21,38558075,38559349,1274,16
chr21,38559446,38560795,1349,15
chr21,38569997,38570182,185,8
chr21,39493695,39494405,710,5
chr21,40550573,40551849,1276,7
chr21,40553804,40555177,1373,15
chr21,40642359,40646299,3940,7
chr21,40649277,40650668,1391,11
chr21,40667829,40668190,361,6
chr21,40715085,40717071,1986,47
chr21,40717200,40720217,3017,32
chr21,40717200,40717755,555,6
chr21,40720265,40720347,82,25
chr21,40720377,40720470,93,16
chr21,40720503,40720828,325,12
chr21,40871841,40880924,9083,6
chr21,44474093,44476912,2819,5
chr21,44476997,44478254,1257,6
chr21,44478363,44478943,580,7
chr21,44514673,44514764,91,5
chr21,44514898,44515547,649,10
chr21,44515646,44515803,157,17
chr21,45106816,45107396,580,5
chr21,45738478,45739233,755,6
chr21,45744538,45744738,200,5
chr21,46191404,46193461,2057,15
chr21,46197332,46207834,10502,6
chr21,46207880,46207974,94,8
chr21,46208010,46221620,13610,5
chr21,46275171,46276107,936,11
chr21,46910785,46911138,353,5
chr21,46914829,46915271,442,5
chr21,47679005,47680706,1701,7
chr21,47680820,47681193,373,5
chr21,47685437,47685838,401,5
chr21,47703752,47703981,229,6
chr21,47864734,47865196,462,5
chr22,17083105,17092547,9442,10
chr22,18081054,18082792,1738,9
chr22,18083947,18095577,11630,7
chr22,18095644,18095976,332,8
chr22,18096086,18102226,6140,14
chr22,19371228,19373043,1815,5
chr22,19442353,19443202,849,10
chr22,19443291,19444109,818,6
chr22,19444157,19444375,218,7
chr22,19445662,19452724,7062,5
chr22,19481905,19483503,1598,11
chr22,20074844,20077191,2347,5
chr22,20094921,20096412,1491,11
chr22,20096526,20097547,1021,11
chr22,20105187,20106535,1348,15
chr22,20106672,20109786,3114,18
chr22,20109944,20112830,2886,11
chr22,20112959,20113825,866,34
chr22,20113891,20114474,583,42
chr22,20113891,20114477,586,60
chr22,20918975,20920753,1778,13
chr22,20937254,20937399,145,5
chr22,20937534,20937616,82,7
chr22,21072066,21072980,914,5
chr22,21224821,21235336,10515,13
chr22,21235422,21237758,2336,5
chr22,21272533,21288066,15533,12
chr22,21288532,21303998,15466,9
chr22,21838423,21841088,2665,6
chr22,21922060,21947149,25089,6
chr22,21965332,21975803,10471,5
chr22,22036815,22037470,655,6
chr22,22118529,22123483,4954,5
chr22,22127271,22142545,15274,8
chr22,22142677,22142982,305,5
chr22,22143097,22153300,10203,5
chr22,22160328,22161952,1624,7
chr22,22288598,22293903,5305,5
chr22,22330179,22337126,6947,6
chr22,22843791,22848381,4590,6
chr22,22891065,22892147,1082,44
chr22,22892756,22893188,432,18
chr22,22893511,22899231,5720,12
chr22,23603241,23603541,300,6
chr22,23627388,23629345,1957,10
chr22,23629465,23630283,818,5
chr22,24964144,24967883,3739,6
chr22,29085203,29090019,4816,5
chr22,29192180,29193064,884,8
chr22,29193193,29195044,1851,11
chr22,29664338,29668204,3866,13
chr22,29668241,29668368,127,7
chr22,29688158,29688476,318,6
chr22,29688595,29692228,3633,5
chr22,29692358,29693816,1458,6
chr22,29693939,29694722,783,7
chr22,29695321,29695588,267,5
chr22,29695841,29696111,270,22
chr22,30735023,30735118,95,7
chr22,31795711,31796605,894,7
chr22,32883815,32887072,3257,5
chr22,35661596,35679954,18358,7
chr22,36684459,36684772,313,5
chr22,36690344,36690977,633,6
chr22,36691122,36691550,428,6
chr22,36907047,36907549,502,7
chr22,36921756,36922045,289,5
chr22,38027106,38028002,896,5
chr22,38254747,38258975,4228,8
chr22,38272018,38273680,1662,6
chr22,38274178,38282771,8593,5
chr22,38282852,38284432,1580,5
chr22,38882445,38883877,1432,7
chr22,38890136,38890634,498,14
chr22,38890807,38890890,83,5
chr22,38891051,38891800,749,5
chr22,38895504,38897134,1630,20
chr22,38897285,38901955,4670,9
chr22,39917676,39917777,101,9
chr22,40574144,40642018,67874,9
chr22,40642106,40647182,5076,9
chr22,40647204,40657835,10631,9
chr22,41223233,41225629,2396,7
chr22,41225678,41226843,1165,37
chr22,41226960,41228572,1612,6
chr22,41240913,41244297,3384,10
chr22,41244373,41246826,2453,7
chr22,41246884,41252434,5550,10
chr22,41650498,41652024,1526,5
chr22,42017349,42017993,644,9
chr22,42018090,42024121,6031,30
chr22,42024234,42032116,7882,13
chr22,42032255,42032519,264,7
chr22,42043086,42046726,3640,8
chr22,42046895,42049532,2637,6
chr22,42300978,42301443,465,5
chr22,43213270,43213734,464,6
chr22,43227642,43230247,2605,6
chr22,43576946,43578985,2039,5
chr22,45728591,45731230,2639,5
chr22,45731263,45732208,945,9
chr22,45732292,45736266,3974,8
chr22,50683959,50684103,144,5
chr3,3215945,3216846,901,5
chr3,5021716,5021985,269,5
chr3,9408669,9412743,4074,6
chr3,9424993,9425895,902,5
chr3,9433510,9439107,5597,10
chr3,9439661,9466150,26489,5
chr3,9487424,9488733,1309,25
chr3,9488991,9489369,378,6
chr3,9506356,9512142,5786,5
chr3,9515221,9516132,911,5
chr3,9985199,9985585,386,5
chr3,10084834,10085167,333,5
chr3,10114665,10114936,271,6
chr3,10115046,10116213,1167,5
chr3,10123148,10127495,4347,5
chr3,10138156,10140403,2247,9
chr3,10140499,10142871,2372,17
chr3,10157503,10167309,9806,6
chr3,10167392,10167952,560,5
chr3,10184705,10188197,3492,7
chr3,10343058,10345709,2651,5
chr3,10346840,10347242,402,8
chr3,12877722,12880847,3125,12
chr3,12881029,12881640,611,71
chr3,12881741,12882992,1251,41
chr3,13359281,13360571,1290,7
chr3,14220381,14223059,2678,6
chr3,14223170,14225436,2266,10
chr3,14225532,14239535,14003,11
chr3,14457961,14485131,27170,6
chr3,14513825,14518712,4887,8
chr3,14709688,14711440,1752,7
chr3,15094140,15094886,746,5
chr3,15100982,15106567,5585,6
chr3,15262488,15264981,2493,6
chr3,20017661,20019801,2140,12
chr3,23958664,23959340,676,10
chr3,23959522,23959930,408,7
chr3,23960067,23960686,619,15
chr3,25642716,25646250,3534,10
chr3,25647613,25648661,1048,7
chr3,25648866,25650673,1807,9
chr3,25650835,25651058,223,20
chr3,25651203,25654005,2802,6
chr3,25654200,25656695,2495,5
chr3,25657077,25659908,2831,18
chr3,25660000,25660144,144,11
chr3,25661553,25662172,619,8
chr3,25662307,25665005,2698,5
chr3,25665237,25665787,550,5
chr3,25668165,25668262,97,9
chr3,25668787,25670337,1550,6
chr3,25670636,25671519,883,11
chr3,25671645,25671802,157,6
chr3,25672430,25673936,1506,6
chr3,25675505,25677426,1921,6
chr3,25677639,25678705,1066,11
chr3,25678803,25679655,852,7
chr3,31617996,31621300,3304,9
chr3,31656695,31658420,1725,6
chr3,31663800,31665165,1365,23
chr3,31666577,31667445,868,7
chr3,31667619,31670789,3170,5
chr3,31670903,31674426,3523,7
chr3,31674639,31677475,2836,14
chr3,32586598,32587340,742,10
chr3,32746464,32750161,3697,9
chr3,32754861,32757716,2855,5
chr3,33729860,33731320,1460,7
chr3,33855120,33863446,8326,5
chr3,33866832,33867971,1139,6
chr3,33885715,33886910,1195,8
chr3,33895505,33896657,1152,6
chr3,33896752,33905497,8745,9
chr3,37048554,37050304,1750,6
chr3,37050396,37053310,2914,6
chr3,37095452,37095901,449,9
chr3,37096006,37096576,570,5
chr3,37107433,37116514,9081,5
chr3,37116607,37125126,8519,5
chr3,37327552,37330725,3173,6
chr3,37330782,37336469,5687,21
chr3,37336568,37337577,1009,6
chr3,37340862,37343675,2813,7
chr3,37343823,37356910,13087,11
chr3,37357089,37360553,3464,6
chr3,37360685,37363221,2536,10
chr3,37363377,37365078,1701,6
chr3,37369316,37369906,590,6
chr3,37370028,37370453,425,11
chr3,37370584,37376543,5959,8
chr3,37376657,37378633,1976,5
chr3,37381690,37388683,6993,6
chr3,40351463,40352383,920,5
chr3,40498854,40499380,526,15
chr3,40499482,40500132,650,13
chr3,40500227,40502897,2670,76
chr3,40502997,40503098,101,285
chr3,40503152,40503429,277,426
chr3,40571807,40573520,1713,5
chr3,42675227,42676104,877,6
chr3,42676858,42678359,1501,11
chr3,42681242,42683992,2750,5
chr3,42684088,42684830,742,10
chr3,42685495,42687379,1884,6
chr3,43642073,43647205,5132,7
chr3,43732531,43740767,8236,8
chr3,44795044,44795715,671,14
chr3,44890050,44893278,3228,7
chr3,44893444,44893699,255,5
chr3,46967025,46982487,15462,7
chr3,47059229,47061249,2020,5
chr3,47125872,47127684,1812,5
chr3,47166038,47168137,2099,7
chr3,47456142,47456316,174,5
chr3,47663831,47676679,12848,18
chr3,47676834,47677511,677,24
chr3,47677626,47680214,2588,13
chr3,47680270,47702783,22513,7
chr3,47704082,47712147,8065,5
chr3,47718272,47719687,1415,8
chr3,47727660,47730876,3216,20
chr3,47730914,47734730,3816,28
chr3,47734790,47742767,7977,14
chr3,47742892,47747898,5006,21
chr3,47748020,47752172,4152,15
chr3,47770584,47777523,6939,5
chr3,47779600,47787397,7797,5
chr3,47868967,47870513,1546,5
